STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HLY-CLDH-NORMAL,Completeness Flag,HLY-HTDH-NORMAL,Completeness Flag,HLY-PRES-10PCTL,Completeness Flag,HLY-PRES-90PCTL,Completeness Flag,HLY-PRES-NORMAL,Completeness Flag,HLY-CLOD-PCTBKN,Completeness Flag,HLY-CLOD-PCTCLR,Completeness Flag,HLY-CLOD-PCTFEW,Completeness Flag,HLY-CLOD-PCTOVC,Completeness Flag,HLY-CLOD-PCTSCT,Completeness Flag,HLY-DEWP-10PCTL,Completeness Flag,HLY-DEWP-90PCTL,Completeness Flag,HLY-DEWP-NORMAL,Completeness Flag,HLY-HIDX-NORMAL,Completeness Flag,HLY-TEMP-10PCTL,Completeness Flag,HLY-TEMP-90PCTL,Completeness Flag,HLY-TEMP-NORMAL,Completeness Flag,HLY-WCHL-NORMAL,Completeness Flag,HLY-WIND-AVGSPD,Completeness Flag,HLY-WIND-VCTDIR,Completeness Flag,HLY-WIND-VCTSPD,Completeness Flag,HLY-WIND-PCTCLM,Completeness Flag,HLY-WIND-1STDIR,Completeness Flag,HLY-WIND-1STPCT,Completeness Flag,HLY-WIND-2NDDIR,Completeness Flag,HLY-WIND-2NDPCT,Completeness Flag
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 00:00,0.2,C,12.9,C,1,C,1,C,1,C,130,C,351,C,103,C,375,C,40,C,24.1,C,55.4,C,39.7,C,52.3,C,39.9,C,63,C,52.3,C,50.9,C,6.8,C,153,C,0.6,C,115,C,5,C,189,C,1,C,129,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 01:00,0.1,C,14,C,1,C,1,C,1,C,95,C,345,C,108,C,393,C,59,C,24.1,C,55.9,C,39.9,C,51.1,C,37.9,C,62.1,C,51.1,C,49.4,C,6.8,C,161,C,0.7,C,103,C,5,C,182,C,2,C,128,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 02:00,0.1,C,15,C,1,C,1,C,1,C,127,C,339,C,88,C,367,C,79,C,24.1,C,55.4,C,39.7,C,50.2,C,37.9,C,61,C,50.1,C,48.5,C,6.6,C,153,C,0.4,C,114,C,5,C,183,C,2,C,141,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 03:00,-777.7,C,15.9,C,1,C,1,C,1,C,135,C,351,C,92,C,363,C,59,C,24.1,C,55.4,C,39.6,C,49.2,C,37,C,60.1,C,49.2,C,47.3,C,6.5,C,203,C,0.1,C,103,C,5,C,169,C,2,C,141,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 04:00,-777.7,C,16.8,C,1,C,1,C,1,C,121,C,340,C,125,C,356,C,58,C,23,C,55,C,39.4,C,48.3,C,36,C,60.1,C,48.3,C,46.3,C,6.3,C,334,C,0.2,C,126,C,5,C,157,C,1,C,140,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 05:00,-777.7,C,17.6,C,1,C,1,C,1,C,117,C,339,C,135,C,368,C,43,C,23,C,55,C,39.2,C,47.5,C,35.1,C,59,C,47.5,C,45.3,C,6.2,C,352,C,0.5,C,148,C,8,C,146,C,1,C,138,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 06:00,-777.7,C,18.2,C,1,C,1,C,1,C,144,C,268,C,151,C,381,C,56,C,23,C,55,C,39,C,46.8,C,35.1,C,59,C,46.8,C,44.6,C,6.1,C,24,C,0.5,C,141,C,1,C,145,C,8,C,136,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 07:00,-777.7,C,18.1,C,1,C,1,C,1,C,173,C,203,C,150,C,396,C,78,C,23.7,C,55,C,39.3,C,47,C,35.1,C,59,C,47,C,44.6,C,6.1,C,6,C,0.6,C,134,C,2,C,169,C,1,C,140,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 08:00,-777.7,C,15,C,1,C,1,C,1,C,193,C,225,C,120,C,375,C,86,C,24.8,C,55.9,C,39.9,C,50,C,37.9,C,61,C,50,C,47.9,C,7.3,C,358,C,0.8,C,67,C,2,C,188,C,5,C,150,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 09:00,0.2,C,11.9,C,1,C,1,C,1,C,156,C,226,C,138,C,405,C,75,C,24.1,C,57,C,39.9,C,53.3,C,42.1,C,64.4,C,53.3,C,51.5,C,8.7,C,341,C,0.9,C,31,C,6,C,163,C,2,C,163,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 10:00,0.7,C,9.5,C,1,C,1,C,1,C,135,C,211,C,144,C,420,C,90,C,23,C,57.9,C,39.9,C,56.2,C,44.1,C,68,C,56.2,C,54.8,C,9.3,C,306,C,1.1,C,40,C,6,C,183,C,2,C,151,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 11:00,1.5,C,7.8,C,1,C,1,C,1,C,143,C,188,C,145,C,410,C,115,C,23,C,57.2,C,39.9,C,58.8,C,46,C,71.1,C,58.7,C,57.8,C,9.5,C,262,C,1.5,C,27,C,6,C,208,C,1,C,145,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 12:00,2.3,C,6.5,C,1,C,1,C,1,C,195,C,166,C,141,C,381,C,118,C,21.9,C,57,C,39.9,C,60.9,C,46.9,C,73.9,C,60.8,C,60.1,C,9.6,C,252,C,2.1,C,22,C,6,C,202,C,5,C,153,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 13:00,3.1,C,5.5,C,1,C,1,C,1,C,196,C,159,C,113,C,381,C,150,C,21.9,C,57,C,39.9,C,62.5,C,48,C,75.9,C,62.5,C,61.7,C,10,C,242,C,3,C,31,C,6,C,203,C,5,C,174,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 14:00,3.8,C,4.9,C,1,C,1,C,1,C,224,C,148,C,132,C,353,C,143,C,21.9,C,57,C,39.7,C,63.9,C,50,C,77.4,C,63.9,C,63.3,C,10,C,246,C,3.5,C,17,C,6,C,251,C,8,C,160,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 15:00,4.2,C,4.5,C,1,C,1,C,1,C,228,C,139,C,150,C,324,C,159,C,21.9,C,55.9,C,39.5,C,64.7,C,50,C,78.8,C,64.7,C,64.1,C,10.2,C,243,C,3.9,C,22,C,6,C,235,C,5,C,173,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 16:00,4.3,C,4.3,C,1,C,1,C,1,C,257,C,150,C,145,C,326,C,123,C,21.9,C,55.9,C,39.3,C,65,C,50,C,78.6,C,65,C,64.3,C,10.2,C,239,C,3.4,C,32,C,6,C,216,C,5,C,192,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 17:00,4,C,4.5,C,1,C,1,C,1,C,248,C,152,C,159,C,329,C,112,C,21.2,C,55.9,C,39.1,C,64.6,C,50,C,77,C,64.6,C,64,C,10.1,C,235,C,3.5,C,17,C,6,C,243,C,5,C,195,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 18:00,3.2,C,5.1,C,1,C,1,C,1,C,206,C,177,C,166,C,333,C,118,C,21.9,C,55.9,C,39.1,C,63.1,C,48.2,C,75.9,C,63.1,C,62.5,C,9.2,C,240,C,2.3,C,44,C,6,C,208,C,5,C,208,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 19:00,1.8,C,6.6,C,1,C,1,C,1,C,215,C,192,C,164,C,335,C,95,C,23,C,55.9,C,39.3,C,60.2,C,46,C,72,C,60.2,C,59.3,C,7.8,C,225,C,1,C,64,C,5,C,266,C,8,C,135,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 20:00,1.1,C,7.9,C,1,C,1,C,1,C,190,C,264,C,130,C,322,C,94,C,23,C,55.6,C,39.5,C,58.1,C,45,C,69.8,C,58.1,C,57.2,C,7.3,C,193,C,0.6,C,71,C,5,C,265,C,8,C,120,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 21:00,0.7,C,9,C,1,C,1,C,1,C,146,C,299,C,119,C,344,C,92,C,24.1,C,55.9,C,39.7,C,56.7,C,44.1,C,68,C,56.6,C,55.6,C,7.3,C,185,C,0.7,C,65,C,5,C,236,C,8,C,116,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 22:00,0.5,C,10.3,C,1,C,1,C,1,C,148,C,332,C,105,C,332,C,83,C,24.1,C,55.9,C,39.9,C,55.2,C,43,C,66,C,55.2,C,54,C,7.3,C,194,C,0.4,C,60,C,5,C,202,C,8,C,132,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100327 23:00,0.3,C,11.4,C,1,C,1,C,1,C,154,C,351,C,103,C,329,C,63,C,24.8,C,55.9,C,40,C,53.8,C,41,C,64.4,C,53.8,C,52.6,C,6.9,C,172,C,0.7,C,95,C,5,C,210,C,8,C,136,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 00:00,0.2,C,12.5,C,1,C,1,C,1,C,126,C,357,C,103,C,366,C,47,C,25,C,55.4,C,40.2,C,52.7,C,39.9,C,64,C,52.7,C,51.4,C,6.8,C,176,C,0.7,C,112,C,5,C,200,C,1,C,122,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 01:00,0.1,C,13.7,C,1,C,1,C,1,C,104,C,348,C,108,C,381,C,59,C,24.1,C,55.9,C,40.3,C,51.5,C,39,C,62.6,C,51.5,C,49.9,C,6.8,C,176,C,0.8,C,101,C,5,C,191,C,8,C,128,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 02:00,0.1,C,14.5,C,1,C,1,C,1,C,122,C,339,C,95,C,361,C,84,C,24.8,C,55.9,C,40.2,C,50.6,C,37.9,C,61.7,C,50.5,C,49,C,6.5,C,184,C,0.5,C,121,C,5,C,191,C,2,C,130,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 03:00,0.1,C,15.5,C,1,C,1,C,1,C,126,C,356,C,106,C,356,C,56,C,24.1,C,55.4,C,40,C,49.6,C,37,C,60.8,C,49.6,C,47.8,C,6.5,C,209,C,0.3,C,103,C,5,C,177,C,8,C,137,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 04:00,-777.7,C,16.4,C,1,C,1,C,1,C,121,C,342,C,132,C,353,C,51,C,24.1,C,55,C,39.9,C,48.7,C,36,C,60.1,C,48.7,C,46.8,C,6.2,C,251,C,0.3,C,126,C,5,C,169,C,8,C,134,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 05:00,-777.7,C,17.2,C,1,C,1,C,1,C,110,C,341,C,141,C,365,C,43,C,24.1,C,55,C,39.7,C,47.9,C,35.1,C,60.1,C,47.9,C,45.8,C,6.1,C,301,C,0.3,C,155,C,8,C,146,C,1,C,132,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 06:00,-777.7,C,17.8,C,1,C,1,C,1,C,140,C,277,C,146,C,378,C,59,C,23,C,55,C,39.5,C,47.2,C,35.6,C,59,C,47.2,C,45.1,C,6,C,356,C,0.2,C,151,C,8,C,137,C,5,C,135,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 07:00,-777.7,C,17.6,C,1,C,1,C,1,C,178,C,213,C,153,C,380,C,76,C,24.1,C,55,C,39.7,C,47.4,C,36,C,59.4,C,47.4,C,45.2,C,6.1,C,338,C,0.5,C,138,C,2,C,165,C,5,C,143,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 08:00,-777.7,C,14.5,C,1,C,1,C,1,C,195,C,229,C,118,C,370,C,88,C,25,C,55.9,C,40.3,C,50.6,C,39,C,61.2,C,50.6,C,48.6,C,7.4,C,336,C,0.7,C,60,C,2,C,188,C,5,C,161,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 09:00,0.2,C,11.3,C,1,C,1,C,1,C,156,C,233,C,131,C,394,C,86,C,24.1,C,57,C,40.2,C,53.9,C,42.8,C,64.9,C,53.9,C,52.2,C,8.7,C,322,C,0.9,C,29,C,6,C,174,C,2,C,152,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 10:00,0.8,C,9,C,1,C,1,C,1,C,153,C,211,C,148,C,400,C,88,C,23,C,57.9,C,40.2,C,56.8,C,45,C,68.7,C,56.8,C,55.5,C,9.3,C,288,C,1.3,C,40,C,6,C,191,C,1,C,147,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 11:00,1.6,C,7.3,C,1,C,1,C,1,C,156,C,183,C,152,C,394,C,115,C,23,C,57.2,C,40.2,C,59.4,C,46.4,C,72,C,59.3,C,58.5,C,9.5,C,257,C,1.9,C,27,C,6,C,229,C,1,C,140,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 12:00,2.5,C,6.1,C,1,C,1,C,1,C,195,C,166,C,150,C,373,C,116,C,23,C,57,C,40.2,C,61.5,C,48,C,75,C,61.4,C,60.8,C,9.7,C,249,C,2.5,C,19,C,6,C,213,C,5,C,153,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 13:00,3.3,C,5.1,C,1,C,1,C,1,C,199,C,164,C,118,C,367,C,152,C,23,C,57,C,40.2,C,63.2,C,48.9,C,77,C,63.2,C,62.4,C,10.1,C,241,C,3.3,C,34,C,6,C,217,C,5,C,178,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 14:00,4.1,C,4.5,C,1,C,1,C,1,C,233,C,152,C,136,C,336,C,143,C,21.9,C,57,C,39.9,C,64.6,C,51.1,C,78.1,C,64.6,C,64.1,C,10.1,C,245,C,3.9,C,17,C,6,C,256,C,5,C,162,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 15:00,4.5,C,4.2,C,1,C,1,C,1,C,243,C,138,C,154,C,308,C,156,C,21.9,C,55.9,C,39.7,C,65.4,C,50,C,79,C,65.4,C,64.9,C,10.3,C,241,C,4.2,C,22,C,6,C,246,C,5,C,175,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 16:00,4.6,C,4,C,1,C,1,C,1,C,272,C,147,C,147,C,313,C,121,C,21.9,C,55.9,C,39.5,C,65.6,C,51.1,C,79,C,65.6,C,65.1,C,10.3,C,239,C,3.8,C,29,C,6,C,218,C,5,C,196,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 17:00,4.3,C,4.2,C,1,C,1,C,1,C,262,C,152,C,161,C,313,C,112,C,21.9,C,55.9,C,39.3,C,65.2,C,51.1,C,78.3,C,65.2,C,64.7,C,10.1,C,238,C,3.6,C,22,C,6,C,251,C,5,C,190,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 18:00,3.5,C,4.8,C,1,C,1,C,1,C,216,C,177,C,161,C,316,C,130,C,21.9,C,55.9,C,39.2,C,63.7,C,50,C,76.6,C,63.6,C,63.2,C,9.2,C,241,C,2.4,C,42,C,6,C,221,C,5,C,204,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 19:00,2,C,6.3,C,1,C,1,C,1,C,224,C,189,C,168,C,311,C,108,C,23,C,55.9,C,39.5,C,60.7,C,46.9,C,73,C,60.7,C,59.9,C,7.8,C,226,C,1.1,C,62,C,5,C,269,C,8,C,137,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 20:00,1.2,C,7.6,C,1,C,1,C,1,C,186,C,264,C,143,C,306,C,101,C,23,C,55.9,C,39.7,C,58.6,C,46,C,70.7,C,58.6,C,57.7,C,7.3,C,207,C,0.6,C,67,C,5,C,259,C,6,C,133,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 21:00,0.8,C,8.7,C,1,C,1,C,1,C,148,C,299,C,133,C,319,C,101,C,24.1,C,55.9,C,39.9,C,57.2,C,44.6,C,69.1,C,57.1,C,56.1,C,7.4,C,188,C,0.7,C,67,C,5,C,235,C,4,C,116,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 22:00,0.5,C,9.9,C,1,C,1,C,1,C,150,C,334,C,119,C,309,C,87,C,24.1,C,55.9,C,40,C,55.6,C,43,C,66.9,C,55.6,C,54.4,C,7.3,C,201,C,0.5,C,58,C,5,C,207,C,8,C,136,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100328 23:00,0.3,C,11.1,C,1,C,1,C,1,C,157,C,353,C,110,C,312,C,67,C,25,C,55.9,C,40.2,C,54.2,C,42.1,C,66,C,54.2,C,53.1,C,6.8,C,180,C,0.8,C,101,C,5,C,215,C,8,C,148,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 00:00,0.2,C,12.2,C,1,C,1,C,1,C,133,C,364,C,110,C,342,C,52,C,25,C,55.9,C,40.3,C,53,C,39.9,C,64,C,53,C,51.8,C,6.6,C,180,C,0.8,C,125,C,5,C,201,C,8,C,122,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 01:00,0.1,C,13.3,C,1,C,1,C,1,C,106,C,351,C,120,C,360,C,63,C,24.3,C,55.9,C,40.4,C,51.8,C,39,C,63,C,51.8,C,50.3,C,6.7,C,182,C,0.9,C,110,C,5,C,199,C,8,C,134,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 02:00,0.1,C,14.2,C,1,C,1,C,1,C,129,C,345,C,102,C,339,C,86,C,24.8,C,55.9,C,40.3,C,50.9,C,37.9,C,62.1,C,50.9,C,49.4,C,6.4,C,190,C,0.7,C,124,C,5,C,200,C,8,C,139,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 03:00,0.1,C,15.2,C,1,C,1,C,1,C,137,C,363,C,113,C,333,C,54,C,24.1,C,55.9,C,40.2,C,49.9,C,37,C,60.8,C,49.9,C,48.2,C,6.3,C,207,C,0.4,C,120,C,5,C,192,C,8,C,150,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 04:00,-777.7,C,16.1,C,1,C,1,C,1,C,116,C,349,C,136,C,347,C,51,C,24.1,C,55.9,C,40,C,49,C,36,C,60.1,C,49,C,47.2,C,6,C,239,C,0.3,C,139,C,5,C,179,C,8,C,138,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 05:00,-777.7,C,16.9,C,1,C,1,C,1,C,105,C,345,C,146,C,363,C,40,C,24.1,C,55.4,C,39.9,C,48.2,C,35.8,C,60.1,C,48.2,C,46.2,C,6,C,292,C,0.3,C,165,C,8,C,154,C,1,C,128,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 06:00,-777.7,C,17.5,C,1,C,1,C,1,C,137,C,283,C,151,C,373,C,56,C,23,C,55.4,C,39.7,C,47.5,C,35.6,C,59,C,47.5,C,45.5,C,5.9,C,345,C,0.2,C,162,C,8,C,146,C,5,C,136,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 07:00,-777.7,C,17.2,C,1,C,1,C,1,C,180,C,217,C,159,C,376,C,67,C,25,C,55.9,C,39.9,C,47.8,C,36,C,60.1,C,47.8,C,45.6,C,6.1,C,330,C,0.4,C,135,C,2,C,167,C,5,C,160,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 08:00,-777.7,C,14,C,1,C,1,C,1,C,199,C,235,C,120,C,362,C,84,C,25,C,57,C,40.5,C,51,C,39.2,C,62.1,C,51,C,49.1,C,7.4,C,333,C,0.7,C,60,C,2,C,189,C,5,C,168,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 09:00,0.3,C,10.9,C,1,C,1,C,1,C,151,C,239,C,129,C,388,C,93,C,24.1,C,57.2,C,40.5,C,54.4,C,43,C,64.9,C,54.4,C,52.8,C,8.7,C,323,C,0.9,C,32,C,6,C,175,C,1,C,149,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 10:00,1,C,8.6,C,1,C,1,C,1,C,155,C,214,C,142,C,396,C,92,C,23,C,57.9,C,40.5,C,57.4,C,46,C,69.1,C,57.4,C,56.1,C,9.4,C,292,C,1.3,C,36,C,6,C,189,C,2,C,144,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 11:00,1.8,C,7,C,1,C,1,C,1,C,156,C,197,C,143,C,391,C,113,C,23,C,57.9,C,40.4,C,59.9,C,46.9,C,72,C,59.9,C,59.1,C,9.6,C,254,C,1.9,C,27,C,6,C,233,C,1,C,139,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 12:00,2.7,C,5.8,C,1,C,1,C,1,C,195,C,177,C,148,C,370,C,109,C,23,C,57.2,C,40.4,C,61.9,C,48.2,C,75.2,C,61.9,C,61.3,C,9.8,C,248,C,2.5,C,19,C,6,C,212,C,5,C,155,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 13:00,3.5,C,4.9,C,1,C,1,C,1,C,189,C,175,C,113,C,371,C,152,C,23,C,57,C,40.3,C,63.6,C,50,C,77,C,63.6,C,62.9,C,10.2,C,239,C,3.2,C,34,C,6,C,219,C,5,C,175,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 14:00,4.2,C,4.3,C,1,C,1,C,1,C,226,C,159,C,132,C,336,C,146,C,21.9,C,57,C,40,C,64.9,C,51.1,C,78.8,C,64.9,C,64.5,C,10.1,C,243,C,3.7,C,14,C,6,C,249,C,5,C,174,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 15:00,4.7,C,4,C,1,C,1,C,1,C,242,C,145,C,154,C,313,C,145,C,21.9,C,55.9,C,39.8,C,65.7,C,51.8,C,79,C,65.7,C,65.2,C,10.4,C,239,C,4.2,C,22,C,6,C,253,C,5,C,177,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 16:00,4.8,C,3.8,C,1,C,1,C,1,C,261,C,158,C,145,C,317,C,118,C,21.9,C,57,C,39.6,C,66,C,51.1,C,79,C,66,C,65.5,C,10.3,C,237,C,3.8,C,29,C,6,C,215,C,5,C,200,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 17:00,4.5,C,4,C,1,C,1,C,1,C,261,C,158,C,156,C,308,C,116,C,21.9,C,55.9,C,39.4,C,65.5,C,51.1,C,78.8,C,65.5,C,65,C,10.1,C,234,C,3.6,C,19,C,6,C,248,C,5,C,196,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 18:00,3.6,C,4.6,C,1,C,1,C,1,C,220,C,179,C,156,C,311,C,134,C,21.9,C,55.9,C,39.4,C,64.1,C,50,C,77,C,64,C,63.6,C,9.2,C,235,C,2.4,C,39,C,6,C,223,C,5,C,204,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 19:00,2.1,C,6,C,1,C,1,C,1,C,221,C,187,C,166,C,306,C,120,C,23,C,55.9,C,39.7,C,61.1,C,46.9,C,73.8,C,61.1,C,60.4,C,7.8,C,219,C,1.3,C,57,C,5,C,284,C,6,C,130,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 20:00,1.3,C,7.3,C,1,C,1,C,1,C,190,C,266,C,139,C,306,C,98,C,23,C,56.7,C,40,C,59,C,46.4,C,71.1,C,59,C,58.2,C,7.2,C,200,C,0.8,C,67,C,5,C,267,C,6,C,133,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 21:00,0.9,C,8.4,C,1,C,1,C,1,C,146,C,291,C,140,C,324,C,99,C,24.1,C,57,C,40.3,C,57.6,C,45,C,69.1,C,57.5,C,56.7,C,7.3,C,181,C,0.9,C,65,C,5,C,242,C,6,C,116,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 22:00,0.6,C,9.6,C,1,C,1,C,1,C,159,C,327,C,121,C,309,C,85,C,24.1,C,55.9,C,40.4,C,56,C,44.1,C,67.1,C,56,C,54.9,C,7.3,C,190,C,0.7,C,56,C,5,C,212,C,8,C,131,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100329 23:00,0.4,C,10.7,C,1,C,1,C,1,C,157,C,353,C,101,C,319,C,70,C,25,C,55.9,C,40.5,C,54.6,C,42.1,C,66,C,54.6,C,53.6,C,6.8,C,181,C,0.8,C,98,C,5,C,210,C,8,C,147,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100330 00:00,0.2,C,11.8,C,1,C,1,C,1,C,130,C,357,C,108,C,351,C,54,C,25,C,55.9,C,40.7,C,53.4,C,41,C,64,C,53.4,C,52.3,C,6.6,C,181,C,0.9,C,120,C,5,C,208,C,1,C,117,C
