"dt","WaterMeters"
2015-08-04 07:15:00,0.635198899227334
2015-08-04 07:20:00,0.634864685181231
2015-08-04 07:25:00,0.632405902228291
2015-08-04 07:30:00,0.632687929420259
2015-08-04 07:35:00,0.631442058721801
2015-08-04 07:40:00,0.629888274538609
2015-08-04 07:45:00,0.630225376983972
2015-08-04 07:50:00,0.630114539294882
2015-08-04 07:55:00,0.628244309726027
2015-08-04 08:00:00,0.627092301064304
2015-08-04 08:05:00,0.627728984568846
2015-08-04 08:10:00,0.628154915215263
2015-08-04 08:15:00,0.627687567863546
2015-08-04 08:20:00,0.62769156782838
2015-08-04 08:25:00,0.628252432079029
2015-08-04 08:30:00,0.626841987706016
2015-08-04 08:35:00,0.627219580177681
2015-08-04 08:40:00,0.62880461468222
2015-08-04 08:45:00,0.628187345647927
2015-08-04 08:50:00,0.627762122927619
2015-08-04 08:55:00,0.626768502904375
2015-08-04 09:00:00,0.628846320060157
2015-08-04 09:05:00,0.630057191151766
2015-08-04 09:10:00,0.629948186878093
2015-08-04 09:15:00,0.629769377870998
2015-08-04 09:20:00,0.627148851288038
2015-08-04 09:25:00,0.62972831798835
2015-08-04 09:30:00,0.626471311015373
2015-08-04 09:35:00,0.625673811785558
2015-08-04 09:40:00,0.628681795428704
2015-08-04 09:45:00,0.62659093592091
2015-08-04 09:50:00,0.628527965156081
2015-08-04 09:55:00,0.627164696343957
2015-08-04 10:00:00,0.627694177448539
2015-08-04 10:05:00,0.628188875442734
2015-08-04 10:10:00,0.626587931095786
2015-08-04 10:15:00,0.627987571608407
2015-08-04 10:20:00,0.628289357463922
2015-08-04 10:25:00,0.629081075340077
2015-08-04 10:30:00,0.628489222826268
2015-08-04 10:35:00,0.630490944712202
2015-08-04 10:40:00,0.632386666601823
2015-08-04 10:45:00,0.631880696422846
2015-08-04 10:50:00,0.633780945714768
2015-08-04 10:55:00,0.634936246164634
2015-08-04 11:00:00,0.634344646077506
2015-08-04 11:05:00,0.633946239982662
2015-08-04 11:10:00,0.635081437533243
2015-08-04 11:15:00,0.637320964436143
2015-08-04 11:20:00,0.636909721167333
2015-08-04 11:25:00,0.63884003650022
2015-08-04 11:30:00,0.636596702285217
2015-08-04 11:35:00,0.632277093447923
2015-08-04 11:40:00,0.639826981880534
2015-08-04 11:45:00,0.638339005039723
2015-08-04 11:50:00,0.639572261951042
2015-08-04 11:55:00,0.64034548598812
2015-08-04 12:00:00,0.639599947765542
2015-08-04 12:05:00,0.642435043546476
2015-08-04 12:10:00,0.639533359698065
2015-08-04 12:15:00,0.639053217257546
2015-08-04 12:20:00,0.63865146982834
2015-08-04 12:25:00,0.63983123935561
2015-08-04 12:30:00,0.638591359914234
2015-08-04 12:35:00,0.636976689918281
2015-08-04 12:40:00,0.637378358421205
2015-08-04 12:45:00,0.637013913822379
2015-08-04 12:50:00,0.635202301351875
2015-08-04 12:55:00,0.63545622528137
2015-08-04 13:00:00,0.635161327346075
2015-08-04 13:05:00,0.63466441250804
2015-08-04 13:10:00,0.635885251244217
2015-08-04 13:15:00,0.635060823838161
2015-08-04 13:20:00,0.634964483529938
2015-08-04 13:25:00,0.636923410621923
2015-08-04 13:30:00,0.63835404529348
2015-08-04 13:35:00,0.637779029293853
2015-08-04 13:40:00,0.633425814344072
2015-08-04 13:45:00,0.633743136683719
2015-08-04 13:50:00,0.637462806383883
2015-08-04 13:55:00,0.618873825430029
2015-08-04 14:00:00,0.632824297637043
2015-08-04 14:05:00,0.635720617200669
2015-08-04 14:10:00,0.641151652934865
2015-08-04 14:15:00,0.640986626999039
2015-08-04 14:20:00,0.640624705973479
2015-08-04 14:25:00,0.639961034865643
2015-08-04 14:30:00,0.639890197330061
2015-08-04 14:35:00,0.641140719555305
2015-08-04 14:40:00,0.640664901202981
2015-08-04 14:45:00,0.640882829551415
2015-08-04 14:50:00,0.639450359684457
2015-08-04 14:55:00,0.640244103274259
2015-08-04 15:00:00,0.640256348815502
2015-08-04 15:05:00,0.63881559526692
2015-08-04 15:10:00,0.639591054907685
2015-08-04 15:15:00,0.639563870977021
2015-08-04 15:20:00,0.638086449065579
2015-08-04 15:25:00,0.638703625553846
2015-08-04 15:30:00,0.639616604597912
2015-08-04 15:35:00,0.640524913722257
2015-08-04 15:40:00,0.639852041530091
2015-08-04 15:45:00,0.639977988871601
2015-08-04 15:50:00,0.638856134036788
2015-08-04 15:55:00,0.638087346004813
2015-08-04 16:00:00,0.638127784871935
2015-08-04 16:05:00,0.638299516331839
2015-08-04 16:10:00,0.637989285702537
2015-08-04 16:15:00,0.636525872455842
2015-08-04 16:20:00,0.637820271139332
2015-08-04 16:25:00,0.636669439956752
2015-08-04 16:30:00,0.635819702495552
2015-08-04 16:35:00,0.637263520541484
2015-08-04 16:40:00,0.637133725710829
2015-08-04 16:45:00,0.636928747389022
2015-08-04 16:50:00,0.639233526219915
2015-08-04 16:55:00,0.638914491992488
2015-08-04 17:00:00,0.638337801042871
2015-08-04 17:05:00,0.639495689522828
2015-08-04 17:10:00,0.639321561825731
2015-08-04 17:15:00,0.639471542668424
2015-08-04 17:20:00,0.640255421373383
2015-08-04 17:25:00,0.639748897250412
2015-08-04 17:30:00,0.638872109673679
2015-08-04 17:35:00,0.639478810483081
2015-08-04 17:40:00,0.639092217368305
2015-08-04 17:45:00,0.639016051086683
2015-08-04 17:50:00,0.638756840282712
2015-08-04 17:55:00,0.638601067556761
2015-08-04 18:00:00,0.63627174439639
2015-08-04 18:05:00,0.636763186176932
2015-08-04 18:10:00,0.636158362787325
2015-08-04 18:15:00,0.636091833687428
2015-08-04 18:20:00,0.63484228992673
2015-08-04 18:25:00,0.636101851419918
2015-08-04 18:30:00,0.635287628435362
2015-08-04 18:35:00,0.634824499416997
2015-08-04 18:40:00,0.634457143797819
2015-08-04 18:45:00,0.633883717127906
2015-08-04 18:50:00,0.633047485081386
2015-08-04 18:55:00,0.633750844285845
2015-08-04 19:00:00,0.633002637698544
2015-08-04 19:05:00,0.635453764841597
2015-08-04 19:10:00,0.636780123274942
2015-08-04 19:15:00,0.635390456047488
2015-08-04 19:20:00,0.635557746813752
2015-08-04 19:25:00,0.636468963756349
2015-08-04 19:30:00,0.635932084834542
2015-08-04 19:35:00,0.635695329806462
2015-08-04 19:40:00,0.636358693609637
2015-08-04 19:45:00,0.636613037358437
2015-08-04 19:50:00,0.63626090664388
2015-08-04 19:55:00,0.636444346965074
2015-08-04 20:00:00,0.634879735295505
2015-08-04 20:05:00,0.634313853989049
2015-08-04 20:10:00,0.634127357890355
2015-08-04 20:15:00,0.635257439939509
2015-08-04 20:20:00,0.633266841680063
2015-08-04 20:25:00,0.631815317922321
2015-08-04 20:30:00,0.631614891445387
2015-08-04 20:35:00,0.633073841123287
2015-08-04 20:40:00,0.633183618886602
2015-08-04 20:45:00,0.632484045296506
2015-08-04 20:50:00,0.632141929856414
2015-08-04 20:55:00,0.632511998810281
2015-08-04 21:00:00,0.63204681967762
2015-08-04 21:05:00,0.632533133630017
2015-08-04 21:10:00,0.633297693040424
2015-08-04 21:15:00,0.634792590963614
2015-08-04 21:20:00,0.633120421522659
2015-08-04 21:25:00,0.633387058291487
2015-08-04 21:30:00,0.634724773556173
2015-08-04 21:35:00,0.63323591789605
2015-08-04 21:40:00,0.633354796203727
2015-08-04 21:45:00,0.634362291596565
2015-08-04 21:50:00,0.635018199301152
2015-08-04 21:55:00,0.635226761706718
2015-08-04 22:00:00,0.637431204681296
2015-08-04 22:05:00,0.639265009427473
2015-08-04 22:10:00,0.638190511186295
2015-08-04 22:15:00,0.636126521964044
2015-08-04 22:20:00,0.639902663130735
2015-08-04 22:25:00,0.639266093485801
2015-08-04 22:30:00,0.640225031659603
2015-08-04 22:35:00,0.640742702554208
2015-08-04 22:40:00,0.640265008365941
2015-08-04 22:45:00,0.640089975611574
2015-08-04 22:50:00,0.640563116726999
2015-08-04 22:55:00,0.640023483790973
2015-08-04 23:00:00,0.639860574637973
2015-08-04 23:05:00,0.640362186281543
2015-08-04 23:10:00,0.639952237492322
2015-08-04 23:15:00,0.639828170844555
2015-08-04 23:20:00,0.639657507023248
2015-08-04 23:25:00,0.640259915183028
2015-08-04 23:30:00,0.640025938057641
2015-08-04 23:35:00,0.640672999438645
2015-08-04 23:40:00,0.640328488016521
2015-08-04 23:45:00,0.640009317739976
2015-08-04 23:50:00,0.640270908561505
2015-08-04 23:55:00,0.641795687014433
2015-08-05 00:00:00,0.640634239521069
2015-08-05 00:05:00,0.642039080028949
2015-08-05 00:10:00,0.64360819826583
2015-08-05 00:15:00,0.643617592790301
2015-08-05 00:20:00,0.644616557412969
2015-08-05 00:25:00,0.644539050286346
2015-08-05 00:30:00,0.644384902120997
2015-08-05 00:35:00,0.643346043462321
2015-08-05 00:40:00,0.643697277053719
2015-08-05 00:45:00,0.644584309714258
2015-08-05 00:50:00,0.644709573751712
2015-08-05 00:55:00,0.645450048148023
2015-08-05 01:00:00,0.644369052915207
2015-08-05 01:05:00,0.644897676647027
2015-08-05 01:10:00,0.64577970520421
2015-08-05 01:15:00,0.645284007158544
2015-08-05 01:20:00,0.646798813207928
2015-08-05 01:25:00,0.646862142569625
2015-08-05 01:30:00,0.646637792792429
2015-08-05 01:35:00,0.648167203869186
2015-08-05 01:40:00,0.648285027338351
2015-08-05 01:45:00,0.647789584076921
2015-08-05 01:50:00,0.64825392227039
2015-08-05 01:55:00,0.648794774611076
2015-08-05 02:00:00,0.648676881078632
2015-08-05 02:05:00,0.64806809421982
2015-08-05 02:10:00,0.649003557358409
2015-08-05 02:15:00,0.648785508621995
2015-08-05 02:20:00,0.648774137732416
2015-08-05 02:25:00,0.648335443680745
2015-08-05 02:30:00,0.6476983756961
2015-08-05 02:35:00,0.649387237299357
2015-08-05 02:40:00,0.648988468218481
2015-08-05 02:45:00,0.648902429252346
2015-08-05 02:50:00,0.648770528493772
2015-08-05 02:55:00,0.64870255372098
2015-08-05 03:00:00,0.64868023362545
2015-08-05 03:05:00,0.648677422910765
2015-08-05 03:10:00,0.64878370680804
2015-08-05 03:15:00,0.648617436295725
2015-08-05 03:20:00,0.64794232550768
2015-08-05 03:25:00,0.648727596330575
2015-08-05 03:30:00,0.648953432867671
2015-08-05 03:35:00,0.650496512519522
2015-08-05 03:40:00,0.650972101264439
2015-08-05 03:45:00,0.65021583083625
2015-08-05 03:50:00,0.650426780505128
2015-08-05 03:55:00,0.652269158335133
2015-08-05 04:00:00,0.648621657892828
2015-08-05 04:05:00,0.643270923997297
2015-08-05 04:10:00,0.648775919488914
2015-08-05 04:15:00,0.647699566710127
2015-08-05 04:20:00,0.642485983136863
2015-08-05 04:25:00,0.639125040336289
2015-08-05 04:30:00,0.647695323807742
2015-08-05 04:35:00,0.647775084944325
2015-08-05 04:40:00,0.648455728921415
2015-08-05 04:45:00,0.640171299111261
2015-08-05 04:50:00,0.648673014176344
2015-08-05 04:55:00,0.647217968380486
2015-08-05 05:00:00,0.647481424026567
2015-08-05 05:05:00,0.647943151410757
2015-08-05 05:10:00,0.647720924472066
2015-08-05 05:15:00,0.6483129055402
2015-08-05 05:20:00,0.647843254973879
2015-08-05 05:25:00,0.647143361841172
2015-08-05 05:30:00,0.645955853865513
2015-08-05 05:35:00,0.646317680511276
2015-08-05 05:40:00,0.644827507889003
2015-08-05 05:45:00,0.645729199084243
2015-08-05 05:50:00,0.64566308815137
2015-08-05 05:55:00,0.64462187817122
2015-08-05 06:00:00,0.645730176165843
2015-08-05 06:05:00,0.643774354756749
2015-08-05 06:10:00,0.643416461312468
2015-08-05 06:15:00,0.643315876224434
2015-08-05 06:20:00,0.644879513703724
2015-08-05 06:25:00,0.644093761524191
2015-08-05 06:30:00,0.642973615566773
2015-08-05 06:35:00,0.644330166159383
2015-08-05 06:40:00,0.645178914714236
2015-08-05 06:45:00,0.642589702569082
2015-08-05 06:50:00,0.646090194637592
2015-08-05 06:55:00,0.647738654061205
2015-08-05 07:00:00,0.64851733346197
2015-08-05 07:05:00,0.648104734412538
2015-08-05 07:10:00,0.647441869608262
2015-08-05 07:15:00,0.646704287181009
2015-08-05 07:20:00,0.646846880375775
2015-08-05 07:25:00,0.64636906942237
2015-08-05 07:30:00,0.643165385878253
2015-08-05 07:35:00,0.637699177131415
2015-08-05 07:40:00,0.63783130898665
2015-08-05 07:45:00,0.64379938034604
2015-08-05 07:50:00,0.640523604834782
2015-08-05 07:55:00,0.642819013417044
2015-08-05 08:00:00,0.643802822624232
2015-08-05 08:05:00,0.642993223561416
2015-08-05 08:10:00,0.645417002109064
2015-08-05 08:15:00,0.646084937708884
2015-08-05 08:20:00,0.645723936523273
2015-08-05 08:25:00,0.647395181395921
2015-08-05 08:30:00,0.648615526795466
2015-08-05 08:35:00,0.649535746604334
2015-08-05 08:40:00,0.651498319934594
2015-08-05 08:45:00,0.649696844600187
2015-08-05 08:50:00,0.650343506647422
2015-08-05 08:55:00,0.650974512715077
2015-08-05 09:00:00,0.650817959060349
2015-08-05 09:05:00,0.650611606062553
2015-08-05 09:10:00,0.650207710182987
2015-08-05 09:15:00,0.649994486639436
2015-08-05 09:20:00,0.650368706507624
2015-08-05 09:25:00,0.649985986321285
2015-08-05 09:30:00,0.650172522626979
2015-08-05 09:35:00,0.648754463952804
2015-08-05 09:40:00,0.648408361289953
2015-08-05 09:45:00,0.648246737324631
2015-08-05 09:50:00,0.64877571953154
2015-08-05 09:55:00,0.645747763264114
2015-08-05 10:00:00,NA
2015-08-05 10:05:00,0.660975690545952
2015-08-05 10:10:00,0.620701778512557
2015-08-05 10:15:00,0.605630750854857
2015-08-05 10:20:00,0.602196065013304
2015-08-05 10:25:00,0.600021436526524
2015-08-05 10:30:00,0.599665861189119
2015-08-05 10:35:00,0.599648443387119
2015-08-05 10:40:00,0.598875288576288
2015-08-05 10:45:00,0.59881472479222
2015-08-05 10:50:00,0.601359546428799
2015-08-05 10:55:00,0.602458046800699
2015-08-05 11:00:00,0.603791982211487
2015-08-05 11:05:00,0.60404824545224
2015-08-05 11:10:00,0.603496914689553
2015-08-05 11:15:00,0.603127353828132
2015-08-05 11:20:00,0.603669296257092
2015-08-05 11:25:00,0.604430611674981
2015-08-05 11:30:00,0.605820399201623
2015-08-05 11:35:00,0.605081958480197
2015-08-05 11:40:00,0.604392517708704
2015-08-05 11:45:00,0.604172218803916
2015-08-05 11:50:00,0.605081617703206
2015-08-05 11:55:00,0.605106460303377
2015-08-05 12:00:00,0.603320776282165
2015-08-05 12:05:00,0.605020789429168
2015-08-05 12:10:00,0.604773865575855
2015-08-05 12:15:00,0.605401760304647
2015-08-05 12:20:00,0.605127460082169
2015-08-05 12:25:00,0.605614191274862
2015-08-05 12:30:00,0.605503258637706
2015-08-05 12:35:00,0.606734709687985
2015-08-05 12:40:00,0.604652951002463
2015-08-05 12:45:00,0.603477933635993
2015-08-05 12:50:00,0.604944277016625
2015-08-05 12:55:00,0.604225089745157
2015-08-05 13:00:00,0.601593710655858
2015-08-05 13:05:00,0.601602890330649
2015-08-05 13:10:00,0.601096562334262
2015-08-05 13:15:00,0.603087347285139
2015-08-05 13:20:00,0.602174931334629
2015-08-05 13:25:00,0.602529171047865
2015-08-05 13:30:00,0.601503464552071
2015-08-05 13:35:00,0.599990266574517
2015-08-05 13:40:00,0.599795257034029
2015-08-05 13:45:00,0.600518088954701
2015-08-05 13:50:00,0.600715940882715
2015-08-05 13:55:00,0.599579318746324
2015-08-05 14:00:00,0.60034448916988
2015-08-05 14:05:00,0.600249622384482
2015-08-05 14:10:00,0.600949435998888
2015-08-05 14:15:00,0.599491838575002
2015-08-05 14:20:00,0.59895169992423
2015-08-05 14:25:00,0.600740392194709
2015-08-05 14:30:00,0.600510972836037
2015-08-05 14:35:00,0.601729732149062
2015-08-05 14:40:00,0.60341841669692
2015-08-05 14:45:00,0.604218195109321
2015-08-05 14:50:00,0.604608274366517
2015-08-05 14:55:00,0.603281436382964
2015-08-05 15:00:00,0.602848441730712
2015-08-05 15:05:00,0.601459605634096
2015-08-05 15:10:00,0.601060357237731
2015-08-05 15:15:00,0.60039251766813
2015-08-05 15:20:00,0.6003059567684
2015-08-05 15:25:00,0.600299481774358
2015-08-05 15:30:00,0.598684494883058
2015-08-05 15:35:00,0.597622043466779
2015-08-05 15:40:00,0.596218697649593
2015-08-05 15:45:00,0.597167932753726
2015-08-05 15:50:00,0.594952251158115
2015-08-05 15:55:00,0.594527241955244
2015-08-05 16:00:00,0.59533310824023
2015-08-05 16:05:00,0.594218273739317
2015-08-05 16:10:00,0.593396400746421
2015-08-05 16:15:00,0.592634802714211
2015-08-05 16:20:00,0.590357672145448
2015-08-05 16:25:00,0.587253654618476
2015-08-05 16:30:00,0.589335198388886
2015-08-05 16:35:00,0.590551446116989
2015-08-05 16:40:00,0.58998992137915
2015-08-05 16:45:00,0.590651741669268
2015-08-05 16:50:00,0.590783480840264
2015-08-05 16:55:00,0.59054338645406
2015-08-05 17:00:00,0.591713213840642
2015-08-05 17:05:00,0.589873216442496
2015-08-05 17:10:00,0.589699263329885
2015-08-05 17:15:00,0.59104975022826
2015-08-05 17:20:00,0.590665472098403
2015-08-05 17:25:00,0.589206510796953
2015-08-05 17:30:00,0.590229102138839
2015-08-05 17:35:00,0.589097948996312
2015-08-05 17:40:00,0.588910343868622
2015-08-05 17:45:00,0.587772402471466
2015-08-05 17:50:00,0.587788117142721
2015-08-05 17:55:00,0.587297311087802
2015-08-05 18:00:00,0.586489365056066
2015-08-05 18:05:00,0.585116293404439
2015-08-05 18:10:00,0.585376420978251
2015-08-05 18:15:00,0.584258911429361
2015-08-05 18:20:00,0.582788125454314
2015-08-05 18:25:00,0.583181149395707
2015-08-05 18:30:00,0.583320739381044
2015-08-05 18:35:00,0.582641067317312
2015-08-05 18:40:00,0.582010949577517
2015-08-05 18:45:00,0.582088713254879
2015-08-05 18:50:00,0.583472072715682
2015-08-05 18:55:00,0.582473340868884
2015-08-05 19:00:00,0.583947646045315
2015-08-05 19:05:00,0.583558227412099
2015-08-05 19:10:00,0.583883851369716
2015-08-05 19:15:00,0.585274099614702
2015-08-05 19:20:00,0.583851490712331
2015-08-05 19:25:00,0.583375763875582
2015-08-05 19:30:00,0.582008440970175
2015-08-05 19:35:00,0.583092072464107
2015-08-05 19:40:00,0.584042320500328
2015-08-05 19:45:00,0.582715778025191
2015-08-05 19:50:00,0.583550955334118
2015-08-05 19:55:00,0.583968644863684
2015-08-05 20:00:00,0.583967244281743
2015-08-05 20:05:00,0.585845982027578
2015-08-05 20:10:00,0.586298131499453
2015-08-05 20:15:00,0.586117781146801
2015-08-05 20:20:00,0.586111943876241
2015-08-05 20:25:00,0.586089349539628
2015-08-05 20:30:00,0.586570825586964
2015-08-05 20:35:00,0.585113871041479
2015-08-05 20:40:00,0.584815684360785
2015-08-05 20:45:00,0.584250142492333
2015-08-05 20:50:00,0.583570000821305
2015-08-05 20:55:00,0.582942016535768
2015-08-05 21:00:00,0.583238458585678
2015-08-05 21:05:00,0.582987431826962
2015-08-05 21:10:00,0.582118404091801
2015-08-05 21:15:00,0.581773804544336
2015-08-05 21:20:00,0.579732204363644
2015-08-05 21:25:00,0.578642603304376
2015-08-05 21:30:00,0.576728087795092
2015-08-05 21:35:00,0.575979622657108
2015-08-05 21:40:00,0.575211157723899
2015-08-05 21:45:00,0.574647798506135
2015-08-05 21:50:00,0.574242570631652
2015-08-05 21:55:00,0.574150300634961
2015-08-05 22:00:00,0.575614774430008
2015-08-05 22:05:00,0.577315650498972
2015-08-05 22:10:00,0.577224086212309
2015-08-05 22:15:00,0.580073359289995
2015-08-05 22:20:00,0.581120677658416
2015-08-05 22:25:00,0.585077425374545
2015-08-05 22:30:00,0.586449749772317
2015-08-05 22:35:00,0.587548294756759
2015-08-05 22:40:00,0.589533603482359
2015-08-05 22:45:00,0.591465778136397
2015-08-05 22:50:00,0.592679638593241
2015-08-05 22:55:00,0.592885536757696
2015-08-05 23:00:00,0.597453609246044
2015-08-05 23:05:00,0.597934948528498
2015-08-05 23:10:00,0.597580705725887
2015-08-05 23:15:00,0.5996845437863
2015-08-05 23:20:00,0.599675492514488
2015-08-05 23:25:00,0.599300759059314
2015-08-05 23:30:00,0.598007722718952
2015-08-05 23:35:00,0.599930913331262
2015-08-05 23:40:00,0.597859225460363
2015-08-05 23:45:00,0.597529220927001
2015-08-05 23:50:00,0.596789195363071
2015-08-05 23:55:00,0.596964578302927
2015-08-06 00:00:00,0.5983135813053
2015-08-06 00:05:00,0.597452583860444
2015-08-06 00:10:00,0.599666014978575
2015-08-06 00:15:00,0.600711832719561
2015-08-06 00:20:00,0.601209983574675
2015-08-06 00:25:00,0.599392293562589
2015-08-06 00:30:00,0.600597528277438
2015-08-06 00:35:00,0.600252255340106
2015-08-06 00:40:00,0.600510816331981
2015-08-06 00:45:00,0.603133444714487
2015-08-06 00:50:00,0.604151108386195
2015-08-06 00:55:00,0.604482463581699
2015-08-06 01:00:00,0.605017864520128
2015-08-06 01:05:00,0.602893472524386
2015-08-06 01:10:00,0.60233343339463
2015-08-06 01:15:00,0.601268062246488
2015-08-06 01:20:00,0.59969605083442
2015-08-06 01:25:00,0.600389184083191
2015-08-06 01:30:00,0.60164431842532
2015-08-06 01:35:00,0.600550977549668
2015-08-06 01:40:00,0.598236141353641
2015-08-06 01:45:00,0.600179058485645
2015-08-06 01:50:00,0.600078384125304
2015-08-06 01:55:00,0.599162964003964
2015-08-06 02:00:00,0.598620168010325
2015-08-06 02:05:00,0.598403438408772
2015-08-06 02:10:00,0.596703106438475
2015-08-06 02:15:00,0.598194069352416
2015-08-06 02:20:00,0.599991323238129
2015-08-06 02:25:00,0.599562730808411
2015-08-06 02:30:00,0.598762854722252
2015-08-06 02:35:00,0.598378951848031
2015-08-06 02:40:00,0.596585623576595
2015-08-06 02:45:00,0.596294146877814
2015-08-06 02:50:00,0.594494932519
2015-08-06 02:55:00,0.595732206890809
2015-08-06 03:00:00,0.595367986896993
2015-08-06 03:05:00,0.594321636471968
2015-08-06 03:10:00,0.593239402990386
2015-08-06 03:15:00,0.592665531745851
2015-08-06 03:20:00,0.593430954146088
2015-08-06 03:25:00,0.591189699658777
2015-08-06 03:30:00,0.590873535496879
2015-08-06 03:35:00,0.591570655396951
2015-08-06 03:40:00,0.590777000153727
2015-08-06 03:45:00,0.59195561535315
2015-08-06 03:50:00,0.592792511788968
2015-08-06 03:55:00,0.59252332090862
2015-08-06 04:00:00,0.591609704292493
2015-08-06 04:05:00,0.591866731834729
2015-08-06 04:10:00,0.593254030446461
2015-08-06 04:15:00,0.595239009575591
2015-08-06 04:20:00,0.594975287002844
2015-08-06 04:25:00,0.594292249771868
2015-08-06 04:30:00,0.594275120892062
2015-08-06 04:35:00,0.593290170117635
2015-08-06 04:40:00,0.593463554143444
2015-08-06 04:45:00,0.592994862946873
2015-08-06 04:50:00,0.592311911227607
2015-08-06 04:55:00,0.593754180668659
2015-08-06 05:00:00,0.591980679235316
2015-08-06 05:05:00,0.591805989514012
2015-08-06 05:10:00,0.592022343044185
2015-08-06 05:15:00,0.591469972470836
2015-08-06 05:20:00,0.591514388764561
2015-08-06 05:25:00,0.589743829983501
2015-08-06 05:30:00,0.589370950210886
2015-08-06 05:35:00,0.589808545716462
2015-08-06 05:40:00,0.590375317947027
2015-08-06 05:45:00,0.590818325027657
2015-08-06 05:50:00,0.590445264001317
2015-08-06 05:55:00,0.58979808479601
2015-08-06 06:00:00,0.589070673602689
2015-08-06 06:05:00,0.589382533367115
2015-08-06 06:10:00,0.589673900248884
2015-08-06 06:15:00,0.590151559530963
2015-08-06 06:20:00,0.590396115810139
2015-08-06 06:25:00,0.590086266447908
2015-08-06 06:30:00,0.591955172452673
2015-08-06 06:35:00,0.594298460901901
2015-08-06 06:40:00,0.59554887504325
2015-08-06 06:45:00,0.597269163395047
2015-08-06 06:50:00,0.598864091518772
2015-08-06 06:55:00,0.598404850827892
2015-08-06 07:00:00,0.600042075857306
2015-08-06 07:05:00,0.59897015312959
2015-08-06 07:10:00,0.599376006153885
2015-08-06 07:15:00,0.597337570224742
2015-08-06 07:20:00,0.599283072591163
2015-08-06 07:25:00,0.599138975122128
2015-08-06 07:30:00,0.598221239284945
2015-08-06 07:35:00,0.5994655555079
2015-08-06 07:40:00,0.5965969058241
2015-08-06 07:45:00,0.59446111816362
2015-08-06 07:50:00,0.593709675788508
2015-08-06 07:55:00,0.59433196609457
2015-08-06 08:00:00,0.593499399255591
2015-08-06 08:05:00,0.59402668021622
2015-08-06 08:10:00,0.59359682775591
2015-08-06 08:15:00,0.595826797205611
2015-08-06 08:20:00,0.595900477114182
2015-08-06 08:25:00,0.59630797876347
2015-08-06 08:30:00,0.596712246491819
2015-08-06 08:35:00,0.596898960181259
2015-08-06 08:40:00,0.596324404816757
2015-08-06 08:45:00,0.59681740902947
2015-08-06 08:50:00,0.596830432322365
2015-08-06 08:55:00,0.596280787681742
2015-08-06 09:00:00,0.597629317384374
2015-08-06 09:05:00,0.598525932896087
2015-08-06 09:10:00,0.598353676882657
2015-08-06 09:15:00,0.597201500784149
2015-08-06 09:20:00,0.596528552310863
2015-08-06 09:25:00,0.597491144544021
2015-08-06 09:30:00,0.597127438947806
2015-08-06 09:35:00,0.595971740741693
2015-08-06 09:40:00,0.595002543384115
2015-08-06 09:45:00,0.595229289384181
2015-08-06 09:50:00,0.596979009697479
2015-08-06 09:55:00,0.597238625269521
2015-08-06 10:00:00,0.595719155769433
2015-08-06 10:05:00,0.59787632435603
2015-08-06 10:10:00,0.598079807540601
2015-08-06 10:15:00,0.598932684762884
2015-08-06 10:20:00,0.597243330103578
2015-08-06 10:25:00,0.597932486863498
2015-08-06 10:30:00,0.598228646539062
2015-08-06 10:35:00,0.597508898586402
2015-08-06 10:40:00,0.596190590756975
2015-08-06 10:45:00,0.595973378233947
2015-08-06 10:50:00,0.597115237289076
2015-08-06 10:55:00,0.599624366545148
2015-08-06 11:00:00,0.600380921639448
2015-08-06 11:05:00,0.601775577026972
2015-08-06 11:10:00,0.601879648889983
2015-08-06 11:15:00,0.603198613610259
2015-08-06 11:20:00,0.602253748084669
2015-08-06 11:25:00,0.604280095030843
2015-08-06 11:30:00,0.604992328188018
2015-08-06 11:35:00,0.605600842663075
2015-08-06 11:40:00,0.603996685741261
2015-08-06 11:45:00,0.603617928384788
2015-08-06 11:50:00,0.606280345452382
2015-08-06 11:55:00,0.605884712315848
2015-08-06 12:00:00,0.606747438737926
2015-08-06 12:05:00,0.606283729797453
2015-08-06 12:10:00,0.606430511482064
2015-08-06 12:15:00,0.608005091189393
2015-08-06 12:20:00,0.607485350441365
2015-08-06 12:25:00,0.607966730596245
2015-08-06 12:30:00,0.60845693261686
2015-08-06 12:35:00,0.607242701453656
2015-08-06 12:40:00,0.603701814673326
2015-08-06 12:45:00,0.603968270859475
2015-08-06 12:50:00,0.605372302935915
2015-08-06 12:55:00,0.602756000935249
2015-08-06 13:00:00,0.603524022482354
2015-08-06 13:05:00,0.601764252728191
2015-08-06 13:10:00,0.602760984055273
2015-08-06 13:15:00,0.601550764182511
2015-08-06 13:20:00,0.600520358907112
2015-08-06 13:25:00,0.598360336075997
2015-08-06 13:30:00,0.597470519240299
2015-08-06 13:35:00,0.599573112078561
2015-08-06 13:40:00,0.600513341498664
2015-08-06 13:45:00,0.603849592005248
2015-08-06 13:50:00,0.604049609720566
2015-08-06 13:55:00,0.607068001829223
2015-08-06 14:00:00,0.606633353777153
2015-08-06 14:05:00,0.604923180741521
2015-08-06 14:10:00,0.60512344338145
2015-08-06 14:15:00,0.608911023999024
2015-08-06 14:20:00,0.611038899999898
2015-08-06 14:25:00,0.61281729888776
2015-08-06 14:30:00,0.615267747422867
2015-08-06 14:35:00,0.615180382684995
2015-08-06 14:40:00,0.613939794307532
